25,45,60,76,79
13,30,58,63,64
05,15,32,33,48
27,57,60,61,77
19,44,53,54,71
04,45,54,65,67
09,21,37,42,68
05,16,26,28,62
04,15,44,64,73
20,32,49,54,62
17,33,52,60,76
01,28,56,65,79
13,33,38,39,72
44,52,60,64,68
02,25,54,63,66
11,24,63,64,69
01,14,26,34,72
06,29,40,63,72
12,21,42,60,66
13,16,31,39,70
05,15,38,48,77
07,09,11,25,75
01,15,63,72,77
09,44,57,67,68
02,29,46,69,76
10,15,22,55,79
05,36,39,70,78
08,26,28,29,30
20,23,31,35,76
12,13,14,56,60
43,51,54,69,73
09,23,31,60,80
21,31,44,65,74
17,45,64,67,69
44,52,54,56,60
42,56,62,65,79
09,26,31,36,65
11,12,57,59,69
05,07,21,28,70
02,18,31,38,49
05,14,31,41,49
15,33,39,76,78
05,18,21,41,71
02,07,57,59,76
02,03,27,64,65
30,49,72,78,80
10,18,22,31,73
20,39,72,73,76
10,19,39,52,66
04,10,15,42,45
02,20,26,42,79
06,39,41,61,64
40,42,48,64,69
13,21,32,33,66
12,14,60,66,68
05,18,24,43,48
31,49,52,63,71
34,41,50,67,77
20,35,37,42,71
19,25,32,68,71
27,54,63,71,77
03,12,24,36,40
11,40,50,74,78
25,43,52,59,75
03,25,60,62,75
66,73,75,76,79
05,23,36,67,70
07,52,68,69,76
16,61,65,72,78
05,25,52,57,62
27,55,66,73,75
12,23,39,54,72
06,17,49,65,70
41,47,49,70,74
04,27,46,53,55
03,23,58,62,74
06,09,27,43,65
02,19,50,59,69
04,18,55,57,74
35,42,55,60,78
13,31,45,56,63
13,34,55,64,80
17,20,30,33,68
01,08,13,53,61
03,20,27,32,61
13,49,57,67,78
18,29,37,51,57
11,25,49,51,53
02,32,40,53,54
08,16,32,74,79
07,30,33,52,69
11,25,29,42,66
04,06,27,68,74
01,19,59,65,80
06,43,50,63,71
04,50,51,52,77
05,06,16,54,70
04,16,17,35,49
02,09,17,66,76
33,36,56,58,60
12,27,28,30,36
05,23,50,65,67
12,16,53,64,66
20,30,36,48,53
03,07,45,46,65
20,21,43,45,67
02,03,30,39,72
01,19,50,52,54
01,21,27,48,78
01,19,27,36,57
15,42,54,68,76
31,41,75,76,79
12,14,42,61,69
10,20,44,58,65
02,21,38,54,73
16,20,34,56,57
07,11,24,42,49
14,23,26,56,77
02,16,19,26,27
07,39,48,58,62
19,22,53,69,77
02,08,12,53,54
08,20,64,68,73
10,11,12,23,37
10,13,22,50,66
04,12,63,78,80
14,18,59,60,64
17,24,47,49,66
05,09,12,23,71
18,34,38,40,43
13,32,56,73,74
19,25,63,74,77
13,18,43,47,53
10,28,60,62,74
02,53,57,62,64
09,19,24,59,61
13,14,37,66,75
13,23,37,56,80
14,52,54,65,77
32,43,50,57,75
06,51,53,54,57
15,21,56,79,80
14,27,39,48,61
16,24,42,71,75
02,08,40,55,60
12,18,21,31,69
01,18,52,67,72
32,33,43,46,52
08,16,18,22,73
12,24,26,39,40
22,23,42,54,65
05,14,31,38,75
02,10,11,15,66
67,64,09,05,41
12,30,48,70,75
07,12,29,54,55
42,50,52,66,72
02,27,35,44,55
04,11,24,25,32
08,25,42,60,63
13,29,41,61,74
20,25,57,67,78
09,14,16,52,71
07,09,19,45,80
12,21,27,45,75
02,31,41,43,44
20,33,62,63,69
15,26,30,44,69
03,15,30,56,72
18,22,27,74,75
12,18,37,47,56
37,38,57,67,79
22,29,34,42,51
11,16,23,44,48
29,60,64,72,79
01,27,29,36,73
09,33,48,67,73
05,14,15,66,68
30,60,65,68,75
01,20,23,25,49
06,21,31,37,64
09,44,46,57,59
20,33,48,69,70
62,22,38,29,58
09,24,28,31,45
06,20,21,46,63
02,43,45,64,68
28,43,56,57,77
01,05,52,53,71
21,29,46,59,76
04,07,19,35,56
16,37,54,68,77
12,13,51,67,73
14,19,32,37,45
08,23,50,65,73
10,27,30,72,78
03,27,30,33,59
06,14,18,71,73
03,31,47,77,79
19,21,64,70,72
07,71,73,76,79
06,37,43,61,62
03,13,17,47,60
07,11,21,51,58
04,09,31,40,58
01,10,36,62,64
05,07,12,16,66
03,24,48,52,71
26,37,61,67,71
10,14,32,53,61
03,11,19,31,39
38,46,50,65,69
05,13,14,34,63
10,19,24,34,72
37,46,49,62,73
31,32,34,54,59
08,41,56,65,74
17,26,31,33,63
03,19,32,59,63
19,35,38,39,78
45,69,72,77,79
03,24,27,58,69
10,21,43,64,68
18,41,58,62,73
16,34,37,42,70
17,24,50,56,66
19,23,32,38,61
12,23,50,52,55
07,60,62,67,74
14,27,41,68,78
03,28,41,58,75
27,34,35,42,62
49,55,56,68,71
27,29,34,64,73
17,27,35,54,76
14,26,51,55,64
14,26,36,37,69
25,27,55,61,69
17,60,67,74,75
30,35,49,51,69
02,16,32,63,67
22,34,36,42,62
02,04,55,60,65
05,08,31,32,41
16,25,27,28,69
22,61,63,66,80
03,05,22,30,60
05,50,56,60,62
09,50,63,67,76
43,51,75,79,80
20,37,46,61,74
08,14,43,65,76
07,21,54,62,77
21,38,52,60,66
11,46,55,75,78
04,06,18,40,74
24,26,37,48,71
03,35,39,63,69
06,21,22,52,74
16,19,21,23,32
02,10,29,33,54
13,61,65,67,79
32,63,66,76,77
23,25,29,52,55
26,37,39,66,71
21,28,51,65,69
08,27,44,66,75
39,51,57,75,76
07,22,23,50,76
14,21,33,34,45
03,11,24,54,65
03,14,22,32,41
13,15,25,39,44
15,52,55,62,79
13,22,29,68,72
13,17,23,49,71
26,32,38,68,72
51,21,58,10,05
02,20,39,53,60
16,18,46,56,80
23,41,46,53,71
20,48,50,75,76
25,46,52,61,74
09,23,56,64,73
07,13,37,56,64
02,18,64,67,77
61,60,71,28,11
02,13,27,78,80
04,69,70,72,80
05,06,55,70,73
05,34,45,49,58
04,42,67,74,75
04,41,49,55,80
17,20,43,68,74
10,20,29,65,76
01,21,50,55,68
25,52,53,58,78
06,17,31,40,66
11,25,29,52,53
08,19,20,28,34
44,46,53,59,65
07,30,51,52,69
28,48,50,64,71
03,22,42,71,79
06,16,31,36,53
09,28,34,40,42
10,27,29,61,66
13,14,16,21,69
16,26,37,40,62
01,14,49,71,74
29,46,53,63,68
06,29,36,44,68
28,30,54,67,74
07,10,18,57,74
12,19,33,44,67
27,28,50,65,76
02,08,36,45,64
22,26,34,39,40
01,21,33,39,48
03,04,07,14,39
18,21,23,54,74
10,25,33,43,68
32,34,52,68,73
42,56,61,76,79
02,07,09,27,59
05,06,12,50,61
03,10,35,47,59
17,23,52,70,71
07,12,36,39,50
06,07,09,36,45
53,57,62,70,78
24,25,34,50,65
01,03,18,46,64
15,20,23,78,79
09,16,20,34,53
42,54,55,70,74
01,20,40,42,75
03,07,10,23,43
02,03,45,49,60
04,06,35,64,65
27,32,54,57,80
01,09,51,59,74
13,16,18,21,36
04,27,44,61,71
21,22,40,51,74
14,35,53,64,77
16,25,27,33,74
14,22,24,59,72
15,23,25,29,71
06,18,42,56,72
12,36,38,50,53
