1,2,4,9,11
1,2,5,14,21
1,2,10,16,19
1,2,12,15,20
1,3,4,7,17
1,3,4,15,22
1,3,6,18,19
1,3,8,11,21
1,4,9,20,21
1,4,10,13,20
1,4,11,17,22
1,5,6,10,21
1,5,7,9,13
1,5,14,16,20
1,6,8,12,22
1,6,13,17,21
1,7,11,19,22
1,7,15,16,18
1,8,13,18,22
1,8,15,17,19
1,9,10,12,14
1,12,13,17,18
2,3,4,6,8
2,3,10,11,13
2,3,11,15,18
2,3,11,19,20
2,4,9,13,17
2,4,10,18,22
2,5,7,17,22
2,5,13,18,20
2,5,15,16,17
2,6,7,10,12
2,6,8,16,21
2,6,11,17,22
2,7,8,14,16
2,7,9,19,21
2,8,9,10,20
2,8,12,14,19
2,15,16,21,22
3,4,7,10,21
3,4,13,14,19
3,5,6,9,12
3,5,8,13,19
3,5,11,12,18
3,7,8,15,20
3,7,13,16,20
3,9,14,16,22
3,9,15,18,19
3,10,12,16,20
3,10,14,15,18
3,12,13,21,22
3,12,14,17,21
3,15,17,20,22
3,16,18,19,22
4,5,7,12,19
4,5,8,14,18
4,5,8,16,20
4,5,10,15,19
4,6,7,13,15
4,6,10,16,17
4,6,11,14,15
4,6,13,19,22
4,7,14,18,20
4,8,9,11,21
4,11,12,13,16
4,11,12,19,21
4,12,15,18,21
5,6,7,14,19
5,6,15,20,21
5,6,18,21,22
5,8,11,13,15
5,9,10,11,22
5,9,10,17,21
5,10,13,16,21
5,11,16,17,19
6,7,8,10,22
6,7,10,11,20
6,8,11,16,20
6,8,14,17,18
6,9,13,14,18
6,9,15,16,19
6,12,14,17,20
7,8,12,16,21
7,9,11,15,17
7,9,12,16,22
7,10,18,19,21
7,11,14,16,21
8,9,12,16,18
8,9,16,17,22
8,10,11,15,18
8,10,12,13,17
8,14,20,21,22
9,12,19,20,22
9,13,14,15,19
10,13,14,17,19
11,13,14,18,20
12,13,14,15,22
17,18,19,20,21
